ID,pred
25585,0.7922967
25586,0.0013259288
25587,0.0024077226
25588,0.13465042
25589,0.026594952
25590,0.0003604249
25591,0.001065364
25592,0.006864672
25593,0.0005340554
25594,0.068179764
25595,0.5395385
25596,0.33697703
25597,0.001588247
25598,0.31018618
25599,0.004028948
25600,0.0005240089
25601,0.0015524531
25602,0.0050727637
25603,0.01593768
25604,0.011532634
25605,0.080232546
25606,0.8319192
25607,0.00867766
25608,0.008949679
25609,0.0037277038
25610,0.020083623
25611,0.78845483
25612,0.4130544
25613,0.002477588
25614,0.8453252
25615,0.008464152
25616,0.0013220758
25617,0.0006512009
25618,0.5156601
25619,0.031959962
25620,0.029263338
25621,0.01563291
25622,0.07645023
25623,0.005620055
25624,0.20970938
25625,0.19772947
25626,0.0008287967
25627,0.0017126878
25628,0.019264113
25629,0.5697381
25630,0.02155197
25631,0.8408761
25632,0.35686135
25633,0.025013225
25634,0.09532032
25635,0.00026971847
25636,0.006919339
25637,0.0030532368
25638,0.08337601
25639,0.00074218423
25640,0.00046706418
25641,0.0009152243
25642,0.041766893
25643,0.0016538925
25644,0.0006484057
25645,0.038407795
25646,0.00080101925
25647,0.0054249284
25648,0.51222277
25649,0.68714976
25650,0.46551335
25651,0.0043373834
25652,0.09259339
25653,0.41347492
25654,0.020773763
25655,0.0025761814
25656,0.67028075
25657,0.09801727
25658,0.0026583767
25659,0.107912116
25660,0.0012675903
25661,0.0032990368
25662,0.031804726
25663,0.7409174
25664,0.015330227
25665,0.00334028
25666,0.1971466
25667,0.008353483
25668,0.015517962
25669,0.0573164
25670,0.20754954
25671,0.13206579
25672,0.00066564424
25673,0.0024164796
25674,0.06386669
25675,0.42573994
25676,0.0008195111
25677,0.013494912
25678,0.004112538
25679,0.033350933
25680,0.012776462
25681,0.00433041
25682,0.010660519
25683,0.05587056
25684,0.00075171416
25685,0.00036897478
25686,0.23611487
25687,0.0027550599
25688,0.01357559
25689,0.45039815
25690,0.046273515
25691,0.0053106835
25692,0.12167094
25693,0.014884715
25694,0.0018069071
25695,0.0033984964
25696,0.005634402
25697,0.06634998
25698,0.010720816
25699,0.0021040186
25700,0.5018635
25701,0.24689443
25702,0.009945396
25703,0.017978387
25704,0.00083323114
25705,0.017860413
25706,0.4153391
25707,0.025485871
25708,0.10256927
25709,0.6684626
25710,0.029192802
25711,0.008136857
25712,0.00033916484
25713,0.016398525
25714,0.3146581
25715,0.002489371
25716,0.04992952
25717,0.03450792
25718,0.00078720937
25719,0.6870219
25720,0.0042903363
25721,0.51057297
25722,0.2633657
25723,0.6820225
25724,0.0009627824
25725,0.0036339161
25726,0.049792342
25727,0.0022012512
25728,0.06722814
25729,0.012938645
25730,0.004193171
25731,0.0027094549
25732,0.0028240574
25733,0.11539109
25734,0.037867334
25735,0.018138342
25736,0.028494352
25737,0.008403329
25738,0.8914805
25739,0.003015001
25740,0.037032235
25741,0.0018450797
25742,0.041994598
25743,0.00041107848
25744,0.009416075
25745,0.00023761262
25746,0.0016087436
25747,0.003860042
25748,0.9498441
25749,0.6415275
25750,0.0052126627
25751,0.0049176924
25752,0.15597951
25753,0.019197771
25754,0.135259
25755,0.09484944
25756,0.009518569
25757,0.10030618
25758,0.9044095
25759,0.03277259
25760,0.45370126
25761,0.03273092
25762,0.8334944
25763,0.0010509519
25764,0.0048970473
25765,0.00077474915
25766,0.015616474
25767,0.33142748
25768,0.0027675168
25769,0.3660941
25770,0.0032771465
25771,0.81697804
25772,0.29315498
25773,0.0013028032
25774,0.004498322
25775,0.10382423
25776,0.48481238
25777,0.008306527
25778,0.15369171
25779,0.38516223
25780,0.87913114
25781,0.008030616
25782,0.5764337
25783,0.0033966089
25784,0.07447156
25785,0.78856516
25786,0.24488407
25787,0.0027899381
25788,0.0038960401
25789,0.039092377
25790,0.024421686
25791,0.0046881353
25792,0.0870093
25793,0.028362667
25794,0.00078813377
25795,0.89907247
25796,0.026393881
25797,0.0065412787
25798,0.008887814
25799,0.6789286
25800,0.0037819454
25801,0.034709238
25802,0.00031789587
25803,0.0059027667
25804,0.15156683
25805,0.0007661822
25806,0.0015687385
25807,0.005926775
25808,0.0070017558
25809,0.024528887
25810,0.026154112
25811,0.40868258
25812,0.65879446
25813,0.0027608357
25814,0.024471315
25815,0.009278527
25816,0.48649117
25817,0.010870595
25818,0.0014332939
25819,0.0057650274
25820,0.0067357635
25821,0.0055031534
25822,0.000658186
25823,0.66330814
25824,0.1798904
25825,0.014326907
25826,0.014321129
25827,0.0018801938
25828,0.7050348
25829,0.79662806
25830,0.027249625
25831,0.8448549
25832,0.00021051461
25833,0.040048305
25834,0.88526535
25835,0.0032363692
25836,0.00046632127
25837,0.021550087
25838,0.06404175
25839,0.70431954
25840,0.0317827
25841,0.86394775
25842,0.0044244924
25843,0.03677489
25844,0.0030859844
25845,0.58860016
25846,0.047302227
25847,0.0009938603
25848,0.0013074484
25849,0.016211934
25850,0.0019801408
25851,0.017693965
25852,0.021353882
25853,0.093895
25854,0.00054095354
25855,0.0029608815
25856,0.007841392
25857,0.0002036822
25858,0.0003075064
25859,0.13966316
25860,0.0061856485
25861,0.0019373224
25862,0.012706793
25863,0.00308264
25864,0.0011149213
25865,0.0070552584
25866,0.05098546
25867,0.0057648197
25868,0.0026179326
25869,0.0023442854
25870,0.04118049
25871,0.0010274878
25872,0.005893987
25873,0.33618048
25874,0.26418898
25875,0.0068344073
25876,0.0010074779
25877,0.013256705
25878,0.00088020565
25879,0.0019452957
25880,0.027441889
25881,0.0024142954
25882,0.00056257367
25883,0.0016036036
25884,0.017679658
25885,0.0057248157
25886,0.13929488
25887,0.002524764
25888,0.0222777
25889,0.14972317
25890,0.00096772553
25891,0.028345471
25892,0.0051813596
25893,0.0015038527
25894,0.20585509
25895,0.012530298
25896,0.00091894885
25897,0.073284045
25898,0.0016921405
25899,0.01780118
25900,0.8378965
25901,0.71815914
25902,0.008322694
25903,0.0053969524
25904,0.07743034
25905,0.08465695
25906,0.0012268014
25907,0.0007535018
25908,0.06797804
25909,0.3263819
25910,0.00027938
25911,0.0773032
25912,0.17069426
25913,0.9146501
25914,0.6683665
25915,0.20675126
25916,0.003351699
25917,0.01052064
25918,0.007893139
25919,0.24405345
25920,0.008659024
25921,0.008390556
25922,0.027473647
25923,0.15639798
25924,0.0053976714
25925,0.028848436
25926,0.0009004454
25927,0.00086016057
25928,0.00054321537
25929,0.84303266
25930,0.0069774864
25931,0.011291597
25932,0.0013197603
25933,0.13213535
25934,0.0015459293
25935,0.04489493
25936,0.006039542
25937,0.08341158
25938,0.0024450948
25939,0.0024701075
25940,0.0022522053
25941,0.0063190605
25942,0.07134832
25943,0.016719395
25944,0.12554802
25945,0.09137116
25946,0.45871451
25947,0.09631801
25948,0.14694332
25949,0.0024449506
25950,0.014275223
25951,0.48148295
25952,0.42938578
25953,0.0017901609
25954,0.00074143417
25955,0.083004095
25956,0.0033801908
25957,0.032723553
25958,0.0032860553
25959,0.049764045
25960,0.05423734
25961,0.03359983
25962,0.058628216
25963,0.007519611
25964,0.0094351135
25965,0.005629331
25966,0.00068900525
25967,0.07745135
25968,0.0151061695
25969,0.0052579786
25970,0.0204148
25971,0.019412445
25972,0.00048099709
25973,0.0009923086
25974,0.0063127642
25975,0.032901704
25976,0.6508049
25977,0.00037169535
25978,0.14811961
25979,0.06977691
25980,0.002069357
25981,0.0005466721
25982,0.7131061
25983,0.05641248
25984,0.34243575
25985,0.00034103825
25986,0.10014536
25987,0.76417637
25988,0.81827754
25989,0.0048893136
25990,0.002670545
25991,0.04284762
25992,0.0017995789
25993,0.6102988
25994,0.0029840104
25995,0.042409405
25996,0.04480268
25997,0.12392444
25998,0.42439756
25999,0.20978004
26000,0.08973893
26001,0.011159105
26002,0.0026291632
26003,0.8376449
26004,0.0016935524
26005,0.88750005
26006,0.19171588
26007,0.0009801885
26008,0.35028112
26009,0.13875471
26010,0.10347321
26011,0.0039264583
26012,0.0008869442
26013,0.004368807
26014,0.480055
26015,0.00053642545
26016,0.0020493993
26017,0.0023381552
26018,0.0071189036
26019,0.6085577
26020,0.0023036692
26021,0.6371333
26022,0.007862306
26023,0.03548599
26024,0.034540918
26025,0.10356114
26026,0.0017538412
26027,0.001622539
26028,0.0012025223
26029,0.0224445
26030,0.0007784093
26031,0.73103315
26032,0.02272733
26033,0.03058407
26034,0.006078476
26035,0.10436706
26036,0.40368944
26037,0.006780748
26038,0.14358625
26039,0.00072904635
26040,0.0012738046
26041,0.7878478
26042,0.014494021
26043,0.0133155715
26044,0.031080615
26045,0.0011278882
26046,0.0030308361
26047,0.0003565613
26048,0.00074450695
26049,0.02338481
26050,0.0009849196
26051,0.2675216
26052,0.009195002
26053,0.005136869
26054,0.00011745595
26055,0.0015879076
26056,0.007388683
26057,0.34907728
26058,0.004004977
26059,0.0052685635
26060,0.20101684
26061,0.36734104
26062,0.003745609
26063,0.00032633808
26064,0.022640187
26065,0.007007746
26066,0.032298025
26067,0.0064903907
26068,0.09761028
26069,0.3907152
26070,0.2800119
26071,0.0015639703
26072,0.0026364492
26073,0.0016663212
26074,0.054962985
26075,0.067078575
26076,0.02395334
26077,0.004932197
26078,0.004039754
26079,0.0024705646
26080,0.94886714
26081,0.4346468
26082,0.005358259
26083,0.29852057
26084,0.0013473616
26085,0.02093506
26086,0.20948437
26087,0.010650104
26088,0.003135833
26089,0.014041818
26090,0.026867833
26091,0.4074209
26092,0.001535804
26093,0.0023120642
26094,0.15194932
26095,0.08532714
26096,0.04304854
26097,0.05361106
26098,0.0007521352
26099,0.002315004
26100,0.0010678936
26101,0.0128708035
26102,0.0013586727
26103,0.944639
26104,0.000533975
26105,0.27698556
26106,0.006946403
26107,0.17587811
26108,0.18894549
26109,0.0012851133
26110,0.0018565685
26111,0.0010627123
26112,0.09988663
26113,0.010457909
26114,0.022170972
26115,0.0016740925
26116,0.00024179234
26117,0.6276922
26118,0.024663284
26119,0.025667535
26120,0.00039653797
26121,0.0005408579
26122,0.0006754717
26123,0.39176482
26124,0.012800977
26125,0.0016620402
26126,0.20158349
26127,0.00082401553
26128,0.0014163731
26129,0.05048829
26130,0.21754652
26131,0.31648245
26132,0.0024175006
26133,0.0066754823
26134,0.6772001
26135,0.76708156
26136,0.00043065846
26137,0.38627318
26138,0.05734776
26139,0.0012073979
26140,0.870739
26141,0.003308494
26142,0.40431842
26143,0.0013362283
26144,0.0014234023
26145,0.0019055406
26146,0.0007116554
26147,0.014253286
26148,0.0028972628
26149,0.0014566878
26150,0.013833159
26151,0.0066138417
26152,0.0003914838
26153,0.005332008
26154,0.0012762023
26155,0.03748483
26156,0.049947333
26157,0.27281395
26158,0.0043315203
26159,0.0007780345
26160,0.0019492138
26161,0.0070527536
26162,0.010069004
26163,0.03083997
26164,0.22147602
26165,0.07661678
26166,0.07757372
26167,0.0018960185
26168,0.009424401
26169,0.82411563
26170,0.00041608972
26171,0.014376579
26172,0.092669755
26173,0.0010594582
26174,0.17004141
26175,0.00061744486
26176,0.00056897843
26177,0.022963775
26178,0.0013663468
26179,0.007848756
26180,0.0010949987
26181,0.031207047
26182,0.007857636
26183,0.51201
26184,0.0019923674
26185,0.25170672
26186,0.001852085
26187,0.01563611
26188,0.004202968
26189,0.0022566542
26190,0.0039772703
26191,0.0064771827
26192,0.006429415
26193,0.11833408
26194,0.0011516156
26195,0.36882606
26196,0.0005822079
26197,0.020363146
26198,0.039043292
26199,0.0013415389
26200,0.0029172297
26201,0.0006155992
26202,0.0025886083
26203,0.006322358
26204,0.003956933
26205,0.31196633
26206,0.0020867852
26207,0.13747951
26208,0.07574594
26209,0.6115793
26210,0.10436529
26211,0.07111026
26212,0.010459067
26213,0.3409079
26214,0.053309433
26215,0.0065758857
26216,0.64685225
26217,0.011611926
26218,0.0008429607
26219,0.016124222
26220,0.0004389562
26221,0.16339739
26222,0.0975325
26223,0.0043872367
26224,0.0045898077
26225,0.23399343
26226,0.00027000147
26227,0.0023610317
26228,0.07596018
26229,0.013386606
26230,0.5935848
26231,0.005047057
26232,0.0005964021
26233,0.0016592985
26234,0.5486274
26235,0.035217736
26236,0.07888764
26237,0.0006532693
26238,0.002530524
26239,0.0013212583
26240,0.00060811767
26241,0.0038658031
26242,0.08286378
26243,0.0006414845
26244,0.80337846
26245,0.0022929518
26246,0.0023184735
26247,0.008143537
26248,0.00045202364
26249,0.33360243
26250,0.051442027
26251,0.00040231185
26252,0.0017586664
26253,0.0072439243
26254,0.0029900058
26255,0.040010493
26256,0.2967874
26257,0.004179498
26258,0.0009767476
26259,0.0041279206
26260,0.0003207903
26261,0.46128723
26262,0.28918526
26263,0.0009964885
26264,0.809821
26265,0.30005044
26266,0.0034496724
26267,0.0021164636
26268,0.0062180622
26269,0.39955014
26270,0.0015723492
26271,0.0010363449
26272,0.08787837
26273,0.002168185
26274,0.13730161
26275,0.10544057
26276,0.43100035
26277,0.5655282
26278,0.00423523
26279,0.51660424
26280,0.16843466
26281,0.18601787
26282,0.30778545
26283,0.005039056
26284,0.62057346
26285,0.21887921
26286,0.0047035683
26287,0.0069185784
26288,0.092142835
26289,0.0024555693
26290,0.0014246466
26291,0.9024594
26292,0.0018502797
26293,0.10041868
26294,0.0011362263
26295,0.0016049356
26296,0.027784305
26297,0.014735832
26298,0.000341277
26299,0.026522791
26300,0.0036669474
26301,0.00017732769
26302,0.002793792
26303,0.012889926
26304,0.0007816848
26305,0.0253898
26306,0.85330737
26307,0.008249172
26308,0.44160452
26309,0.0011139739
26310,0.42965418
26311,0.10956039
26312,0.0031673699
26313,0.38377362
26314,0.00031108793
26315,0.05869495
26316,0.001310222
26317,0.00089080667
26318,0.0025428338
26319,0.02732884
26320,0.0017458202
26321,0.70226234
26322,0.004948878
26323,0.043335523
26324,0.029895168
26325,0.0010226395
26326,0.0074628685
26327,0.39370167
26328,0.37513122
26329,0.00049783307
26330,0.016883114
26331,0.015593138
26332,0.031993143
26333,0.0028234974
26334,0.004893786
26335,0.0021999748
26336,0.037034888
26337,0.0014633518
26338,0.00058287644
26339,0.020968098
26340,0.0023751028
26341,0.0050599985
26342,0.00036936507
26343,0.32065678
26344,0.3484694
26345,0.0021328318
26346,0.11089071
26347,0.07311494
26348,0.0020587484
26349,0.86379313
26350,0.3011205
26351,0.008412309
26352,0.01583899
26353,0.6674236
26354,0.0008517924
26355,0.0028958279
26356,0.0022068385
26357,0.03726071
26358,0.09489798
26359,0.00068693765
26360,0.0035774116
26361,0.4387487
26362,0.14902988
26363,0.0267022
26364,0.0005150349
26365,0.75057817
26366,0.0032269475
26367,0.08575628
26368,0.01888515
26369,0.00466161
26370,0.7605363
26371,0.78096503
26372,0.5857306
26373,0.047146365
26374,0.06147647
26375,0.291036
26376,0.051587917
26377,0.28915423
26378,0.00027771015
26379,0.0126289325
26380,0.008195038
26381,0.7278592
26382,0.0040369364
26383,0.025596546
26384,0.00082806335
26385,0.090210214
26386,0.0072596157
26387,0.0012884401
26388,0.003218122
26389,0.0010155917
26390,0.0006055073
26391,0.0020616308
26392,0.13238654
26393,0.0021360707
26394,0.004137346
26395,0.053153496
26396,0.0094059855
26397,0.016878827
26398,0.0111399
26399,0.045691077
26400,0.004382626
26401,0.14075372
26402,0.00046071986
26403,0.80983
26404,0.011503013
26405,0.023001306
26406,0.0010243523
26407,0.05014485
26408,0.016947946
26409,0.16114107
26410,0.53685266
26411,0.04716849
26412,0.7019932
26413,0.006592016
26414,0.25993505
26415,0.07831591
26416,0.022139974
26417,0.31754437
26418,0.00090793543
26419,0.019636452
26420,0.88809484
26421,0.0009891635
26422,0.0017538538
26423,0.73104376
26424,0.5619082
26425,0.0020233642
26426,0.008353365
26427,0.007946184
26428,0.25297529
26429,0.011043267
26430,0.2549529
26431,0.03647868
26432,0.007949321
26433,0.005641256
26434,0.44395217
26435,0.0106099
26436,0.0012244193
26437,0.009651484
26438,0.019874977
26439,0.81909674
26440,0.0037084208
26441,0.0010347471
26442,0.0772805
26443,0.088089556
26444,0.68084574
26445,0.005646474
26446,0.1314529
26447,0.0813877
26448,0.012061937
26449,0.610062
26450,0.7521222
26451,0.00021596279
26452,0.05903611
26453,0.018571282
26454,0.019052552
26455,0.0007870999
26456,0.058042895
26457,0.41681755
26458,0.0018529218
26459,0.0009641566
26460,0.0082814805
26461,0.0006129412
26462,0.0014602371
26463,0.005452227
26464,0.011008373
26465,0.0041582417
26466,0.008250288
26467,0.0011053403
26468,0.0030706106
26469,0.1303988
26470,0.002818856
26471,0.49191508
26472,0.005992011
26473,0.0049652974
26474,0.0016519882
26475,0.030938845
26476,0.0012960321
26477,0.16172114
26478,0.0004093756
26479,0.015947722
26480,0.00216707
26481,0.005194752
26482,0.01707199
26483,0.0155160185
26484,0.10729542
26485,0.81520194
26486,0.0051917937
26487,0.41398713
26488,0.0036595787
26489,0.013077424
26490,0.0056597986
26491,0.011168385
26492,0.015578843
26493,0.0029193775
26494,0.0028203053
26495,0.0030559727
26496,0.79266495
26497,0.001720096
26498,0.0010454705
26499,0.026133133
26500,0.120727494
26501,0.058686506
26502,0.0022496798
26503,0.0010166682
26504,0.82601804
26505,0.28552833
26506,0.013555759
26507,0.037504632
26508,0.019145977
26509,0.47154817
26510,0.010754372
26511,0.0064763725
26512,0.0013730557
26513,0.0052152625
26514,0.0040683732
26515,0.0009836761
26516,0.00077457423
26517,0.0018088941
26518,0.12715502
26519,0.23495921
26520,0.005749543
26521,0.00069627276
26522,0.07465075
26523,0.00042639032
26524,0.067280784
26525,0.00070966093
26526,0.056927163
26527,0.0011248452
26528,0.83522683
26529,0.0113148475
26530,0.26056868
26531,0.0042978185
26532,0.001321773
26533,0.049561623
26534,0.2002715
26535,0.00018671257
26536,0.118158914
26537,0.7894976
26538,0.006185731
26539,0.001335757
26540,0.0066238213
26541,0.01115931
26542,0.009646007
26543,0.20428522
26544,0.016485183
26545,0.0009818424
26546,0.00066255656
26547,0.32328764
26548,0.011474582
26549,0.042877167
26550,0.046367485
26551,0.004361152
26552,0.1099322
26553,0.34959495
26554,0.48679554
26555,0.0026610557
26556,0.0032425744
26557,0.0058065825
26558,0.0031211448
26559,0.8552827
26560,0.006603824
26561,0.0012690562
26562,0.00080471986
26563,0.67188644
26564,0.027194368
26565,0.08073083
26566,0.113874726
26567,0.035291303
26568,0.046155654
26569,0.004315397
26570,0.5877189
26571,0.006964699
26572,0.68759096
26573,0.5755618
26574,0.49078205
26575,0.008307973
26576,0.0031946825
26577,0.0005465877
26578,0.0030437578
26579,0.00091976003
26580,0.0037077444
26581,0.8417075
26582,0.0027233541
26583,0.52255094
26584,0.0053383573
26585,0.01694697
26586,0.014378936
26587,0.0878435
26588,0.06947208
26589,0.018677855
26590,0.06360421
26591,0.056754142
26592,0.059736885
26593,0.097313866
26594,0.02153007
26595,0.0015119856
26596,0.0018556912
26597,0.33776262
26598,0.004501541
26599,0.0027245174
26600,0.6379061
26601,0.021112131
26602,0.008431352
26603,0.0076174387
26604,0.50730795
26605,0.07371331
26606,0.044475142
26607,0.3015342
26608,0.3557372
26609,0.013990609
26610,0.039072197
26611,0.0017806116
26612,0.022423543
26613,0.6586466
26614,0.0071383337
26615,0.0053266264
26616,0.00083304336
26617,0.2322106
26618,0.5830749
26619,0.0053604455
26620,0.045707587
26621,0.0058663785
26622,0.014045127
26623,0.055410214
26624,0.006385253
26625,0.33667898
26626,0.025335168
26627,0.006201848
26628,0.0050510163
26629,0.029747305
26630,0.00036913346
26631,0.013865362
26632,0.64891875
26633,0.5619281
26634,0.007707294
26635,0.6305258
26636,0.63157886
26637,0.010926253
26638,0.0022056082
26639,0.01295611
26640,0.007848307
26641,0.0041062227
26642,0.002043601
26643,0.01165701
26644,0.9155537
26645,0.007316809
26646,0.71398056
26647,0.6641152
26648,0.67955077
26649,0.047075085
26650,0.0022292403
26651,0.012781659
26652,0.11350083
26653,0.00048991456
26654,0.0017229165
26655,0.45675167
26656,0.014105076
26657,0.008644366
26658,0.0010120422
26659,0.07082452
26660,0.0012117992
26661,0.10813107
26662,0.00040658936
26663,0.015193628
26664,0.0026143629
26665,0.0049078385
26666,0.0031667226
26667,0.005825867
26668,0.000834335
26669,0.010512814
26670,0.014064301
26671,0.017069735
26672,0.082839064
26673,0.010533384
26674,0.7505282
26675,0.087656744
26676,0.005378034
26677,0.028832175
26678,0.0008208624
26679,0.0008146954
26680,0.60492265
26681,0.002769057
26682,0.008410702
26683,0.00067063805
26684,0.5644705
26685,0.0019159812
26686,0.0026670785
26687,0.0095228
26688,0.002440418
26689,0.036944795
26690,0.0026484004
26691,0.0010319498
26692,0.17852128
26693,0.0066776928
26694,0.04034985
26695,0.009810104
26696,0.49586192
26697,0.0030247492
26698,0.18586044
26699,0.27265164
26700,0.0027167122
26701,0.043678302
26702,0.50040454
26703,0.0011134953
26704,0.7472994
26705,0.0022421894
26706,0.0271416
26707,0.00054259703
26708,0.043811288
26709,0.014687118
26710,0.008518674
26711,0.014821934
26712,0.00752852
26713,0.06716095
26714,0.0013488516
26715,0.0036289247
26716,0.0015691987
26717,0.019176662
26718,0.0043844595
26719,0.001319656
26720,0.0031522647
26721,0.0018478885
26722,0.85982573
26723,0.0014640397
26724,0.49977538
26725,0.0420227
26726,0.002339379
26727,0.0043431036
26728,0.555533
26729,0.04675838
26730,0.6093342
26731,0.6665229
26732,0.03915094
26733,0.004370915
26734,0.0012951387
26735,0.007861582
26736,0.39583564
26737,0.00091672066
26738,0.00067181414
26739,0.16560079
26740,0.0008356996
26741,0.0014522092
26742,0.0025226057
26743,0.0021476594
26744,0.0005162917
26745,0.0011564185
26746,0.016624104
26747,0.0018848142
26748,0.0016534124
26749,0.01809792
26750,0.041697454
26751,0.19561392
26752,0.063747235
26753,0.041753214
26754,0.7032331
26755,0.7264879
26756,0.10540051
26757,0.005318359
26758,0.28159866
26759,0.7276684
26760,0.0022561797
26761,0.0059601986
26762,0.19408603
26763,0.002159286
26764,0.00077015447
26765,0.6264535
26766,0.00529106
26767,0.004868586
26768,0.21458249
26769,0.00574663
26770,0.0026809117
26771,0.0048965244
26772,0.0075228647
26773,0.0007327341
26774,0.7551878
26775,0.072861336
26776,0.0003152259
26777,0.00064612814
26778,0.0061008665
26779,0.013444246
26780,0.0018720076
26781,0.039581347
26782,0.5006881
26783,0.007136363
26784,0.08641828
26785,0.0353626
26786,0.009070222
26787,0.0046984614
26788,0.0014243068
26789,0.00092026807
26790,0.019548915
26791,0.7559454
26792,0.0016508908
26793,0.22854933
26794,0.359656
26795,0.025923146
26796,0.51329863
26797,0.0010294213
26798,0.009019171
26799,0.011690409
26800,0.022318803
26801,0.009002322
26802,0.0099864695
26803,0.012559548
26804,0.07543516
26805,0.0011732046
26806,0.0023619675
26807,0.0032868143
26808,0.023573184
26809,0.0010401827
26810,0.003666115
26811,0.04424329
26812,0.5332944
26813,0.0005095221
